1017 Statistic "clientsCount":  279
┌─────────┬─────────┬───────────┬──────────┬──────────┐
│ (index) │   rss   │ heapTotal │ heapUsed │ external │
│   437   │ 56.087  │  17.109   │  14.551  │   1.36   │
│   438   │ 56.578  │  17.371   │  15.08   │   1.36   │
│   439   │ 57.004  │  17.895   │  15.513  │   1.36   │
│   440   │ 57.344  │  18.158   │  15.834  │   1.36   │
│   441   │ 58.315  │  18.158   │  16.84   │   1.36   │
│   442   │ 58.495  │  18.682   │  17.019  │   1.36   │
│   443   │ 58.786  │  18.944   │  17.308  │   1.36   │
│   444   │ 59.056  │  19.206   │  17.587  │   1.36   │
│   445   │ 59.228  │   19.73   │  17.755  │   1.36   │
│   446   │ 59.498  │   19.73   │  18.034  │   1.36   │
│   447   │ 59.802  │  19.993   │  18.328  │   1.36   │
│   448   │ 60.056  │  19.993   │  18.585  │   1.36   │
│   449   │ 60.326  │  20.779   │  18.854  │   1.36   │
│   450   │ 60.654  │  20.779   │  19.188  │   1.36   │
│   451   │ 60.883  │  21.041   │  19.416  │   1.36   │
│   452   │ 61.133  │  21.303   │  19.665  │   1.36   │
│   453   │ 61.395  │  21.565   │  19.932  │  1.364   │
│   454   │ 61.653  │  21.828   │  20.213  │  1.364   │
│   455   │ 61.903  │   22.09   │  20.437  │  1.364   │
│   456   │  62.19  │   22.09   │  20.727  │  1.364   │
│   457   │  62.46  │  22.614   │  20.996  │  1.364   │
│   458   │ 62.693  │  22.876   │  21.234  │  1.364   │
│   459   │ 62.956  │   23.4    │  21.492  │  1.364   │
│   460   │ 63.234  │   23.4    │  21.772  │  1.364   │
│   461   │ 63.484  │   23.4    │  22.027  │  1.364   │
│   462   │ 63.783  │  23.925   │  22.332  │  1.364   │
│   463   │ 64.045  │  24.449   │  22.584  │  1.364   │
│   464   │ 64.315  │  24.449   │  22.857  │  1.364   │
│   465   │ 63.107  │  23.663   │  6.783   │   1.36   │
│   466   │ 63.046  │  23.663   │  7.081   │   1.36   │
│   467   │ 63.037  │  23.663   │  7.398   │   1.36   │
│   468   │ 63.005  │  23.663   │  7.711   │   1.36   │
│   469   │ 63.566  │  23.663   │  8.771   │  1.364   │
│   470   │ 63.332  │  23.663   │  9.417   │  1.364   │
│   471   │ 63.758  │  23.663   │  10.478  │  1.364   │
│   472   │ 65.425  │  26.808   │  11.633  │  1.364   │
│   473   │  63.3   │  23.663   │  11.035  │  1.364   │
│   474   │ 63.029  │  23.663   │  11.12   │  1.364   │
│   475   │ 63.427  │  23.663   │  11.762  │  1.364   │
│   476   │ 63.795  │  23.663   │  12.72   │  1.364   │
│   477   │ 63.398  │  23.663   │  13.169  │  1.368   │
│   478   │ 63.209  │  23.663   │  14.157  │  1.368   │
│   479   │ 63.382  │  23.663   │  15.354  │  1.368   │
│   480   │ 63.791  │  23.663   │  10.077  │  1.364   │
│   481   │ 64.221  │  27.857   │  12.374  │  1.364   │
│   482   │ 62.374  │   22.09   │  12.807  │  1.364   │
│   483   │ 67.138  │  29.954   │  17.659  │  1.368   │
│   484   │ 68.829  │   29.43   │  14.75   │  1.364   │
│   485   │ 69.046  │  39.916   │  17.306  │  1.364   │
│   486   │  75.01  │  39.916   │  18.065  │  1.368   │
│   487   │ 79.753  │  39.916   │  24.986  │  1.372   │
│   488   │ 80.114  │  41.751   │  21.243  │   1.36   │
│   489   │ 80.396  │  54.333   │  22.677  │  1.364   │
│   490   │ 85.484  │  54.596   │  30.959  │  1.368   │
│   491   │ 90.186  │  59.838   │  24.218  │  1.364   │
│   492   │ 62.706  │   23.4    │  21.269  │   1.36   │
│   493   │ 68.874  │  32.313   │  25.317  │  1.364   │
│   494   │ 75.211  │  44.896   │  22.149  │   1.36   │
│   495   │ 79.733  │  44.896   │  25.937  │  1.364   │
│   496   │ 85.066  │  44.896   │  28.578  │  1.368   │
│   497   │ 85.578  │  45.158   │  32.183  │  1.368   │
│   498   │ 85.955  │   62.46   │  20.127  │   1.36   │
│   499   │ 85.955  │   62.46   │  23.441  │   1.36   │
│   500   │ 85.955  │   62.46   │  26.549  │   1.36   │
│   501   │ 87.314  │   62.46   │  29.762  │   1.36   │
│   502   │ 90.276  │   62.46   │  32.853  │   1.36   │
│   503   │ 92.922  │   62.46   │  35.578  │   1.36   │
│   504   │ 74.723  │  34.148   │  24.046  │   1.36   │
│   505   │ 71.516  │   33.1    │  23.351  │   1.36   │
│   506   │  70.59  │  29.954   │  23.039  │   1.36   │
│   507   │ 69.816  │  29.954   │  23.416  │   1.36   │
│   508   │ 69.825  │  29.954   │  23.81   │   1.36   │
│   509   │ 69.845  │  29.954   │  24.196  │   1.36   │
│   510   │ 69.853  │  29.954   │  24.564  │   1.36   │
│   511   │ 69.906  │  29.954   │  24.966  │   1.36   │
│   512   │ 70.357  │  29.954   │  25.891  │   1.36   │
│   513   │ 69.698  │  29.954   │  25.441  │   1.36   │
│   514   │  69.8   │  29.954   │  25.826  │   1.36   │
│   515   │ 69.808  │  29.954   │  26.231  │  1.364   │
│   516   │ 69.857  │  29.954   │  26.642  │  1.364   │
│   517   │ 70.328  │  29.954   │  27.485  │  1.364   │
│   518   │ 69.726  │  29.954   │  27.172  │  1.364   │
│   519   │  69.82  │  29.954   │  27.616  │  1.364   │
│   520   │ 69.956  │  29.954   │  28.084  │  1.364   │
│   521   │ 70.656  │  30.216   │  29.01   │  1.364   │
│   522   │ 70.291  │  31.003   │  28.595  │  1.364   │
│   523   │ 70.767  │  31.265   │  29.095  │  1.364   │
│   524   │ 71.205  │  31.527   │  29.567  │  1.364   │
│   525   │ 72.155  │  31.789   │  30.546  │  1.364   │
│   526   │ 71.942  │  32.313   │  30.289  │  1.364   │
│   527   │ 72.806  │  32.575   │  31.188  │  1.364   │
│   528   │ 72.524  │  32.838   │  30.886  │  1.364   │
│   529   │ 72.995  │  33.362   │  31.408  │  1.364   │
│   530   │ 70.496  │  30.745   │  7.225   │   1.36   │
│   531   │  71.09  │  30.745   │  8.271   │   1.36   │
│   532   │ 70.513  │  30.745   │  8.015   │   1.36   │
│   533   │ 70.988  │  30.745   │   9.02   │   1.36   │
│   534   │ 70.398  │  30.745   │  8.624   │   1.36   │
│   535   │ 70.496  │  30.745   │  9.096   │   1.36   │
│   536   │ 71.078  │  30.745   │  10.099  │   1.36   │
│   537   │ 70.459  │  30.745   │  9.753   │  1.364   │
│   538   │  70.98  │  30.745   │  10.774  │  1.364   │
│   539   │ 70.443  │  30.745   │  10.453  │  1.364   │
│   540   │ 70.525  │  30.745   │  10.89   │  1.364   │
│   541   │ 71.119  │  31.007   │  11.958  │  1.364   │
│   542   │ 70.427  │  30.745   │  11.569  │  1.364   │
│   543   │ 70.992  │  30.745   │  12.571  │  1.364   │
│   544   │ 70.488  │  30.745   │  12.321  │  1.364   │
│   545   │ 71.148  │  30.745   │  13.401  │  1.364   │
│   546   │ 70.554  │  30.745   │  13.146  │  1.364   │
│   547   │ 71.139  │  31.007   │  14.193  │  1.364   │
│   548   │ 70.451  │  30.745   │  13.798  │  1.364   │
│   549   │ 70.975  │  30.745   │  14.757  │  1.364   │
│   550   │ 70.468  │  30.745   │  14.496  │  1.364   │
│   551   │   71    │  30.745   │  15.491  │  1.364   │
│   552   │ 70.476  │  30.745   │  15.199  │  1.364   │
│   553   │ 71.016  │  30.745   │  16.223  │  1.364   │
│   554   │ 58.622  │  18.682   │  6.842   │   1.36   │
│   555   │ 58.577  │  18.682   │  7.201   │   1.36   │
│   556   │ 59.191  │  18.682   │  8.254   │   1.36   │
│   557   │  60.6   │  21.828   │  11.36   │  1.364   │
│   558   │ 62.878  │  26.022   │  13.495  │  1.368   │
│   559   │ 63.869  │  24.187   │  12.623  │  1.364   │
│   560   │ 61.256  │   22.09   │  15.088  │  1.364   │
│   561   │ 64.221  │  29.692   │  19.217  │  1.368   │
│   562   │ 72.258  │  33.624   │  19.584  │   1.36   │
│   563   │ 72.598  │  46.469   │  22.936  │  1.364   │
│   564   │ 78.758  │  46.469   │  30.249  │  1.368   │
│   565   │ 81.691  │  50.139   │  23.246  │   1.36   │
│   566   │ 81.695  │  50.139   │  27.391  │   1.36   │
│   567   │ 83.481  │  50.139   │  25.221  │  1.364   │
│   568   │ 89.698  │  50.139   │  32.046  │  1.368   │
│   569   │ 77.001  │  52.761   │  28.997  │  1.368   │
│   570   │ 82.932  │  52.761   │  35.197  │  1.372   │
│   571   │ 87.654  │  54.071   │  32.237  │  1.372   │
│   572   │ 91.202  │  54.071   │  37.369  │  1.372   │
│   573   │ 96.887  │  58.528   │  17.028  │  1.364   │
│   574   │ 55.267  │  16.323   │  13.418  │   1.36   │
│   575   │ 59.556  │  19.468   │  14.659  │   1.36   │
│   576   │ 58.102  │   18.42   │  15.368  │   1.36   │
│   577   │ 58.085  │  17.895   │  16.382  │  1.364   │
│   578   │ 60.998  │  21.828   │  17.378  │  1.364   │
│   579   │ 59.367  │  19.206   │  17.002  │  1.364   │
│   580   │ 59.834  │   19.73   │  17.626  │  1.364   │
│   581   │ 60.178  │  19.993   │  18.58   │  1.364   │
│   582   │  62.87  │  23.925   │  20.269  │  1.364   │
│   583   │ 64.455  │   25.76   │  21.522  │  1.364   │
│   584   │  65.2   │  24.973   │  21.688  │  1.368   │
│   585   │ 63.713  │  23.925   │  22.146  │  1.368   │
│   586   │ 65.352  │  26.022   │  10.606  │   1.36   │
│   587   │  67.69  │  30.216   │  14.056  │  1.364   │
│   588   │ 70.406  │  30.216   │  14.365  │  1.364   │
│   589   │ 66.617  │  35.459   │  13.908  │   1.36   │
│   590   │ 70.328  │  35.459   │  20.58   │   1.36   │
│   591   │ 75.833  │  35.459   │  17.154  │  1.364   │
│   592   │ 75.981  │  35.459   │  19.509  │  1.368   │
│   593   │  77.55  │  55.644   │  17.569  │   1.36   │
│   594   │ 78.463  │  55.644   │  25.767  │  1.364   │
│   595   │ 85.807  │  55.644   │  22.691  │  1.368   │
│   596   │ 93.491  │  55.644   │  31.585  │  1.372   │
│   597   │ 98.095  │  57.741   │  32.278  │  1.376   │
│   598   │ 100.684 │  64.819   │  22.437  │   1.36   │
│   599   │ 100.684 │  64.819   │  31.629  │  1.364   │
│   600   │ 68.256  │  28.381   │  24.548  │  1.364   │
│   601   │ 75.342  │  35.197   │  28.234  │  1.368   │
│   602   │ 79.352  │  45.421   │  30.308  │  1.364   │
│   603   │ 86.024  │  45.421   │  30.992  │  1.368   │
│   604   │ 87.785  │  65.343   │  27.977  │  1.364   │
│   605   │ 91.718  │  65.343   │  36.622  │  1.368   │
│   606   │ 98.324  │  65.343   │  34.237  │  1.372   │
│   607   │ 105.767 │  65.343   │  34.583  │  1.372   │
│   608   │ 105.832 │  65.343   │  42.302  │  1.376   │
│   609   │ 109.138 │  71.373   │  23.256  │  1.364   │
│   610   │ 109.138 │  71.373   │  30.548  │  1.364   │
│   611   │ 65.253  │  25.235   │  21.567  │  1.364   │
│   612   │ 69.476  │  31.527   │  23.403  │  1.364   │
│   613   │ 73.269  │   33.1    │  25.081  │  1.368   │
│   614   │ 74.732  │  42.537   │  20.111  │   1.36   │
│   615   │ 78.725  │  42.537   │  25.894  │  1.364   │
│   616   │  74.92  │   36.77   │  23.122  │  1.364   │
│   617   │ 77.631  │   47.78   │  24.533  │  1.364   │
│   618   │ 80.712  │   47.78   │  29.261  │  1.368   │
│   619   │ 70.963  │  30.216   │  25.752  │  1.368   │
│   620   │ 71.168  │   33.1    │  26.86   │  1.368   │
│   621   │ 73.847  │   33.1    │  27.758  │  1.368   │
│   622   │ 68.583  │  27.595   │  25.641  │  1.368   │
│   623   │ 68.325  │  27.857   │  26.372  │  1.368   │
│   624   │ 70.906  │  32.051   │  28.076  │  1.368   │
│   625   │ 72.634  │  33.624   │  29.413  │  1.372   │
│   626   │ 73.859  │  35.721   │  30.371  │  1.372   │
│   627   │ 71.471  │  31.789   │  29.62   │  1.372   │
│   628   │ 74.179  │  34.673   │  31.036  │  1.372   │
│   629   │  75.08  │   36.25   │  12.124  │  1.364   │
│   630   │ 76.915  │   36.25   │  13.108  │  1.364   │
│   631   │ 76.091  │  37.298   │  15.546  │  1.368   │
│   632   │ 77.963  │  37.298   │  16.899  │  1.368   │
│   633   │ 65.905  │  31.265   │  16.279  │  1.364   │
│   634   │  72.38  │  31.265   │  16.584  │  1.364   │
│   635   │ 72.602  │  44.634   │  17.677  │   1.36   │
│   636   │ 76.472  │  44.634   │  25.318  │  1.364   │
│   637   │ 82.121  │  44.634   │  24.805  │  1.368   │
│   638   │ 86.229  │  45.945   │  26.16   │  1.368   │
│   639   │ 88.908  │  48.566   │  28.189  │  1.372   │
│   640   │ 92.795  │  63.246   │  22.111  │   1.36   │
│   641   │ 92.795  │  63.246   │  31.298  │  1.364   │
│   642   │ 96.924  │  63.246   │  29.318  │  1.368   │
│   643   │ 103.633 │  63.246   │  31.201  │  1.372   │
│   644   │ 103.641 │  63.246   │  41.471  │  1.376   │
│   645   │ 105.112 │  67.441   │  30.36   │  1.364   │
│   646   │ 67.858  │   29.43   │  24.862  │   1.36   │
│   647   │ 73.077  │  35.459   │  29.078  │  1.364   │
│   648   │ 78.197  │   47.78   │  24.763  │   1.36   │
│   649   │ 83.665  │   47.78   │  28.158  │  1.364   │
│   650   │ 88.437  │   47.78   │  31.725  │  1.368   │
│   651   │ 88.785  │   66.13   │  25.503  │   1.36   │
│   652   │ 91.234  │   66.13   │  33.013  │  1.364   │
│   653   │ 97.079  │   66.13   │  29.205  │  1.368   │
│   654   │ 103.465 │   66.13   │  36.32   │  1.368   │
│   655   │ 106.885 │   66.13   │  33.65   │  1.372   │
│   656   │ 106.885 │   66.13   │  39.969  │  1.372   │
│   657   │ 107.168 │  69.538   │  17.044  │   1.36   │
│   658   │ 107.168 │  69.538   │  22.749  │   1.36   │
