1017 Statistic "clientsCount":  279
┌─────────┬─────────┬───────────┬──────────┬──────────┐
│ (index) │   rss   │ heapTotal │ heapUsed │ external │
│  2260   │ 98.808  │  55.644   │  23.768  │  1.364   │
│  2261   │ 98.812  │  55.644   │  24.931  │  1.364   │
│  2262   │ 100.356 │  57.131   │  29.326  │  1.368   │
│  2263   │ 102.633 │  58.966   │  34.084  │  1.372   │
│  2264   │ 104.239 │  60.801   │  35.06   │  1.372   │
│  2265   │ 106.312 │  62.984   │   22.1   │  1.364   │
│  2266   │ 106.312 │  62.984   │  24.105  │  1.368   │
│  2267   │ 107.078 │  63.422   │  35.91   │  1.368   │
│  2268   │ 107.266 │  63.422   │  39.19   │  1.372   │
│  2269   │ 106.885 │  64.819   │  16.569  │   1.36   │
│  2270   │ 107.323 │  65.257   │  28.136  │   1.36   │
│  2271   │ 107.327 │  65.257   │  27.762  │  1.364   │
│  2272   │ 109.134 │  65.257   │  29.133  │  1.368   │
│  2273   │ 109.134 │  65.257   │   29.5   │  1.368   │
│  2274   │ 108.79  │  65.257   │  29.72   │  1.368   │
│  2275   │ 108.79  │  65.257   │  30.87   │  1.372   │
│  2276   │ 108.79  │  65.257   │  32.231  │  1.372   │
│  2277   │ 106.103 │  63.771   │  16.541  │  1.364   │
│  2278   │ 106.541 │  64.209   │  29.682  │  1.364   │
│  2279   │ 106.545 │  64.213   │  28.155  │  1.364   │
│  2280   │ 107.835 │  64.213   │  27.703  │  1.368   │
│  2281   │ 107.835 │  64.213   │  26.846  │  1.368   │
│  2282   │ 107.835 │  64.213   │  25.976  │  1.368   │
│  2283   │ 108.278 │  64.655   │  37.875  │  1.368   │
│  2284   │ 107.835 │  64.213   │  33.732  │  1.368   │
│  2285   │ 107.835 │  64.213   │  30.565  │  1.368   │
│  2286   │ 107.835 │  64.213   │  27.213  │  1.368   │
│  2287   │ 108.278 │  64.655   │  38.693  │  1.368   │
│  2288   │ 104.264 │  60.625   │  9.376   │  1.364   │
│  2289   │ 104.706 │  61.067   │  21.682  │  1.364   │
│  2290   │ 104.706 │  61.067   │  18.667  │  1.364   │
│  2291   │ 104.706 │  61.067   │  17.24   │  1.364   │
│  2292   │ 104.706 │  61.067   │  16.918  │  1.368   │
│  2293   │ 104.264 │  60.625   │  14.799  │  1.368   │
│  2294   │ 104.706 │  61.067   │  28.571  │  1.372   │
│  2295   │ 104.518 │  61.067   │  28.773  │  1.372   │
│  2296   │ 104.526 │  61.067   │  29.615  │  1.376   │
│  2297   │ 98.083  │  55.644   │  16.93   │   1.36   │
│  2298   │ 98.091  │  55.644   │  17.875  │  1.364   │
│  2299   │ 99.123  │  55.644   │  20.044  │  1.364   │
│  2300   │ 99.123  │  55.644   │  22.087  │  1.368   │
│  2301   │ 99.754  │  56.955   │  24.945  │  1.372   │
│  2302   │ 101.814 │  60.625   │  19.903  │  1.364   │
│  2303   │ 102.31  │  60.891   │  22.728  │  1.368   │
│  2304   │ 104.116 │  60.891   │  24.978  │  1.368   │
│  2305   │ 104.808 │  61.338   │  39.614  │  1.372   │
│  2306   │ 104.845 │  61.338   │  37.775  │  1.372   │
│  2307   │ 104.329 │  60.887   │  17.405  │   1.36   │
│  2308   │ 104.776 │  61.334   │  29.025  │   1.36   │
│  2309   │ 104.78  │  61.334   │  24.805  │   1.36   │
│  2310   │ 104.792 │  61.334   │  21.913  │   1.36   │
│  2311   │ 105.239 │   61.78   │  33.219  │   1.36   │
│  2312   │ 104.833 │  61.334   │  27.776  │   1.36   │
│  2313   │ 104.89  │  61.334   │  23.685  │   1.36   │
│  2314   │ 105.337 │   61.78   │  34.75   │   1.36   │
│  2315   │ 104.89  │  61.334   │  28.576  │   1.36   │
│  2316   │ 104.907 │  61.334   │  24.351  │   1.36   │
│  2317   │ 105.353 │   61.78   │  35.424  │   1.36   │
│  2318   │ 104.907 │  61.334   │  29.182  │   1.36   │
│  2319   │ 104.907 │  61.334   │  24.669  │   1.36   │
│  2320   │ 105.353 │   61.78   │  35.761  │   1.36   │
│  2321   │ 104.907 │  61.334   │  29.537  │   1.36   │
│  2322   │ 104.911 │  61.338   │  24.961  │   1.36   │
│  2323   │ 105.361 │  61.788   │  36.073  │   1.36   │
│  2324   │ 104.911 │  61.338   │  29.863  │   1.36   │
│  2325   │ 104.911 │  61.338   │  25.372  │   1.36   │
│  2326   │ 105.361 │  61.788   │  36.483  │   1.36   │
│  2327   │ 104.911 │  61.338   │  30.287  │   1.36   │
│  2328   │ 104.911 │  61.338   │  25.698  │   1.36   │
│  2329   │ 105.341 │  61.788   │  36.845  │   1.36   │
│  2330   │ 104.878 │  61.338   │  30.673  │   1.36   │
│  2331   │ 104.894 │  61.338   │  26.031  │   1.36   │
│  2332   │ 105.345 │  61.788   │  37.185  │   1.36   │
│  2333   │ 104.894 │  61.338   │  31.025  │   1.36   │
│  2334   │ 104.894 │  61.338   │  26.398  │   1.36   │
│  2335   │ 105.345 │  61.788   │  37.57   │   1.36   │
│  2336   │ 104.894 │  61.338   │  31.433  │   1.36   │
│  2337   │ 104.894 │  61.338   │  26.802  │   1.36   │
│  2338   │ 105.345 │  61.788   │  37.971  │   1.36   │
│  2339   │ 104.894 │  61.338   │  31.82   │   1.36   │
│  2340   │ 104.911 │  61.338   │  27.195  │   1.36   │
│  2341   │ 105.452 │  61.788   │  38.373  │   1.36   │
│  2342   │ 105.001 │  61.338   │  32.23   │   1.36   │
│  2343   │ 105.005 │  61.342   │  27.627  │   1.36   │
│  2344   │ 105.46  │  61.796   │  38.822  │   1.36   │
│  2345   │ 105.021 │  61.342   │  32.736  │   1.36   │
│  2346   │ 105.021 │  61.342   │  28.229  │   1.36   │
│  2347   │ 105.48  │  61.796   │  39.476  │   1.36   │
│  2348   │ 105.026 │  61.342   │  33.472  │   1.36   │
│  2349   │ 105.026 │  61.342   │  28.985  │   1.36   │
│  2350   │ 105.48  │  61.796   │  40.333  │   1.36   │
│  2351   │ 105.026 │  61.342   │  34.332  │   1.36   │
│  2352   │ 105.091 │  61.604   │  29.85   │   1.36   │
│  2353   │ 105.665 │  62.058   │  41.178  │   1.36   │
│  2354   │ 105.288 │  61.604   │  35.084  │   1.36   │
│  2355   │ 105.288 │  61.604   │  30.493  │   1.36   │
│  2356   │ 105.742 │  62.058   │  41.886  │   1.36   │
│  2357   │ 105.288 │  61.604   │  35.821  │   1.36   │
│  2358   │ 105.361 │  62.128   │  31.231  │   1.36   │
│  2359   │ 105.497 │  62.128   │  28.253  │   1.36   │
│  2360   │ 106.074 │  62.583   │  39.659  │   1.36   │
│  2361   │ 105.738 │  62.128   │  34.108  │   1.36   │
│  2362   │ 103.318 │  59.838   │  6.647   │   1.36   │
│  2363   │ 103.772 │  60.293   │  18.182  │   1.36   │
│  2364   │ 103.772 │  60.293   │  13.582  │   1.36   │
│  2365   │ 103.776 │  60.297   │  10.508  │   1.36   │
│  2366   │ 104.235 │  60.756   │  21.911  │   1.36   │
│  2367   │ 103.776 │  60.297   │  16.38   │   1.36   │
│  2368   │ 103.776 │  60.297   │  12.417  │   1.36   │
│  2369   │ 104.235 │  60.756   │  23.814  │   1.36   │
│  2370   │ 103.776 │  60.297   │  18.054  │   1.36   │
│  2371   │ 103.776 │  60.297   │  13.76   │   1.36   │
│  2372   │ 104.235 │  60.756   │  25.191  │   1.36   │
│  2373   │ 103.793 │  60.297   │  19.326  │   1.36   │
│  2374   │ 103.793 │  60.297   │  14.915  │   1.36   │
│  2375   │ 104.251 │  60.756   │  26.344  │   1.36   │
│  2376   │ 103.793 │  60.297   │  20.324  │   1.36   │
│  2377   │ 103.793 │  60.297   │  15.818  │   1.36   │
│  2378   │ 103.793 │  60.297   │  12.742  │   1.36   │
│  2379   │ 104.251 │  60.756   │  24.186  │   1.36   │
│  2380   │ 103.793 │  60.297   │  18.681  │   1.36   │
│  2381   │ 103.793 │  60.297   │  14.996  │   1.36   │
│  2382   │ 104.251 │  60.756   │  26.522  │   1.36   │
│  2383   │ 103.793 │  60.297   │  20.739  │   1.36   │
│  2384   │ 103.793 │  60.297   │  16.372  │   1.36   │
│  2385   │ 104.255 │  60.756   │  27.865  │   1.36   │
│  2386   │ 103.801 │  60.301   │  21.933  │   1.36   │
│  2387   │ 103.801 │  60.301   │  17.476  │   1.36   │
│  2388   │ 103.821 │  60.301   │  14.448  │   1.36   │
│  2389   │ 104.284 │  60.764   │  25.961  │   1.36   │
│  2390   │ 103.821 │  60.301   │  20.519  │   1.36   │
│  2391   │ 103.821 │  60.301   │  16.687  │  1.364   │
│  2392   │ 104.284 │  60.764   │  28.241  │  1.364   │
│  2393   │ 103.821 │  60.301   │  22.518  │  1.364   │
│  2394   │ 103.821 │  60.301   │  18.258  │  1.364   │
│  2395   │ 103.358 │  59.838   │  12.309  │  1.364   │
│  2396   │ 103.821 │  60.301   │  23.855  │  1.364   │
│  2397   │ 103.821 │  60.301   │  19.375  │  1.364   │
│  2398   │ 103.821 │  60.301   │  16.175  │  1.364   │
│  2399   │ 104.284 │  60.764   │  27.729  │  1.364   │
│  2400   │ 103.821 │  60.301   │  22.368  │  1.364   │
│  2401   │ 103.821 │  60.301   │  18.479  │  1.364   │
│  2402   │ 104.301 │  60.764   │  30.047  │  1.364   │
│  2403   │ 103.838 │  60.301   │  24.342  │  1.364   │
│  2404   │ 103.838 │  60.301   │  20.053  │  1.364   │
│  2405   │ 103.838 │  60.301   │  17.282  │  1.364   │
│  2406   │ 104.301 │  60.764   │  28.884  │  1.364   │
│  2407   │ 103.842 │  60.305   │   23.5   │  1.364   │
│  2408   │ 103.842 │  60.305   │  19.632  │  1.364   │
│  2409   │ 104.309 │  60.772   │  31.251  │  1.364   │
│  2410   │ 103.842 │  60.305   │  25.562  │  1.364   │
│  2411   │ 103.842 │  60.305   │  21.37   │  1.364   │
│  2412   │ 97.305  │  53.547   │  6.567   │   1.36   │
│  2413   │ 97.772  │  54.014   │  18.34   │   1.36   │
│  2414   │ 97.772  │  54.014   │  13.931  │   1.36   │
│  2415   │ 97.772  │  54.014   │  10.63   │   1.36   │
│  2416   │ 98.255  │  54.481   │  22.28   │   1.36   │
│  2417   │ 97.788  │  54.014   │  16.869  │   1.36   │
│  2418   │ 97.788  │  54.014   │  12.831  │   1.36   │
│  2419   │ 98.255  │  54.481   │  24.485  │   1.36   │
│  2420   │ 97.788  │  54.014   │  18.805  │   1.36   │
│  2421   │ 97.788  │  54.014   │  14.607  │   1.36   │
│  2422   │ 97.788  │  54.014   │  11.729  │   1.36   │
│  2423   │ 98.259  │  54.481   │  23.41   │   1.36   │
│  2424   │ 97.792  │  54.014   │  18.069  │   1.36   │
│  2425   │ 97.792  │  54.014   │  14.121  │   1.36   │
│  2426   │ 98.259  │  54.481   │  25.803  │   1.36   │
│  2427   │ 97.792  │  54.014   │  20.17   │   1.36   │
│  2428   │ 97.792  │  54.014   │  15.922  │   1.36   │
│  2429   │ 97.796  │  54.018   │  12.919  │   1.36   │
│  2430   │ 98.284  │  54.489   │  24.631  │   1.36   │
│  2431   │ 97.812  │  54.018   │  19.309  │   1.36   │
│  2432   │ 97.812  │  54.018   │  15.374  │   1.36   │
│  2433   │ 98.284  │  54.489   │  27.085  │   1.36   │
│  2434   │ 97.812  │  54.018   │  21.46   │   1.36   │
│  2435   │ 97.812  │  54.018   │  17.247  │   1.36   │
│  2436   │ 97.812  │  54.018   │  14.219  │   1.36   │
│  2437   │ 98.284  │  54.489   │  25.928  │   1.36   │
│  2438   │ 97.812  │  54.018   │  20.616  │   1.36   │
│  2439   │ 97.812  │  54.018   │  16.703  │   1.36   │
│  2440   │ 98.284  │  54.489   │  28.447  │   1.36   │
│  2441   │ 97.812  │  54.018   │  22.869  │   1.36   │
│  2442   │ 97.812  │  54.018   │  18.646  │   1.36   │
│  2443   │ 97.812  │  54.018   │  15.468  │   1.36   │
│  2444   │  98.3   │  54.489   │  27.262  │   1.36   │
│  2445   │ 97.829  │  54.018   │  21.988  │   1.36   │
│  2446   │ 97.829  │  54.018   │  18.013  │   1.36   │
│  2447   │  98.3   │  54.489   │  29.768  │   1.36   │
│  2448   │ 97.829  │  54.018   │  24.119  │   1.36   │
│  2449   │ 97.829  │  54.018   │  19.933  │   1.36   │
│  2450   │ 97.833  │  54.022   │  16.656  │   1.36   │
│  2451   │ 98.308  │  54.497   │  28.443  │  1.364   │
│  2452   │ 97.833  │  54.022   │  23.19   │  1.364   │
│  2453   │ 97.833  │  54.022   │  19.34   │  1.364   │
│  2454   │ 98.308  │  54.497   │  31.147  │  1.364   │
│  2455   │ 97.833  │  54.022   │  25.551  │  1.364   │
│  2456   │ 97.833  │  54.022   │  21.382  │  1.364   │
│  2457   │ 97.833  │  54.022   │  17.957  │  1.364   │
│  2458   │ 98.308  │  54.497   │   29.8   │  1.364   │
│  2459   │ 97.849  │  54.022   │  24.525  │  1.364   │
│  2460   │ 97.853  │  54.022   │  20.647  │  1.364   │
│  2461   │ 98.329  │  54.497   │  32.487  │  1.364   │
│  2462   │ 95.805  │  51.974   │  6.635   │   1.36   │
│  2463   │ 96.281  │  52.449   │  18.63   │   1.36   │
│  2464   │ 96.281  │  52.449   │  14.386  │   1.36   │
│  2465   │ 96.281  │  52.449   │  10.783  │   1.36   │
│  2466   │ 96.756  │  52.924   │  22.649  │   1.36   │
│  2467   │ 96.281  │  52.449   │  17.383  │   1.36   │
│  2468   │ 96.281  │  52.449   │  13.536  │   1.36   │
│  2469   │ 95.805  │  51.974   │  7.933   │   1.36   │
│  2470   │ 96.281  │  52.449   │  19.794  │   1.36   │
│  2471   │ 96.285  │  52.453   │  15.618  │   1.36   │
│  2472   │ 96.285  │  52.453   │  12.014  │   1.36   │
│  2473   │  96.78  │  52.933   │  23.908  │   1.36   │
│  2474   │ 96.301  │  52.453   │  18.698  │   1.36   │
│  2475   │ 96.301  │  52.453   │  14.856  │   1.36   │
│  2476   │ 96.301  │  52.453   │  12.423  │   1.36   │
│  2477   │  96.78  │  52.933   │  24.316  │   1.36   │
│  2478   │ 96.301  │  52.453   │  19.167  │   1.36   │
│  2479   │ 96.301  │  52.453   │   15.4   │   1.36   │
│  2480   │ 96.301  │  52.453   │  13.149  │   1.36   │
│  2481   │  96.78  │  52.933   │  25.076  │   1.36   │
│  2482   │ 96.301  │  52.453   │  19.958  │   1.36   │
│  2483   │ 96.301  │  52.453   │  16.219  │   1.36   │
│  2484   │ 96.301  │  52.453   │  13.804  │   1.36   │
│  2485   │  96.78  │  52.933   │  25.734  │   1.36   │
│  2486   │ 96.301  │  52.453   │  20.635  │   1.36   │
│  2487   │ 96.317  │  52.453   │  16.911  │   1.36   │
│  2488   │ 96.317  │  52.453   │  14.524  │   1.36   │
│  2489   │ 96.797  │  52.933   │  26.512  │   1.36   │
│  2490   │ 96.317  │  52.453   │  21.369  │   1.36   │
│  2491   │ 96.317  │  52.453   │  17.606  │   1.36   │
│  2492   │ 96.317  │  52.453   │  15.222  │   1.36   │
│  2493   │ 96.801  │  52.937   │  27.233  │   1.36   │
│  2494   │ 96.322  │  52.457   │  22.161  │   1.36   │
│  2495   │ 96.322  │  52.457   │  18.425  │   1.36   │
│  2496   │ 96.322  │  52.457   │  15.987  │   1.36   │
│  2497   │ 96.805  │  52.941   │  28.026  │   1.36   │
│  2498   │ 96.326  │  52.457   │   22.9   │   1.36   │
│  2499   │ 96.326  │  52.457   │  19.153  │   1.36   │
│  2500   │ 96.326  │  52.457   │  16.653  │   1.36   │
│  2501   │ 96.829  │  52.941   │  28.697  │   1.36   │
│  2502   │ 96.346  │  52.457   │  23.571  │   1.36   │
│  2503   │ 96.346  │  52.457   │  19.811  │   1.36   │
│  2504   │ 96.346  │  52.457   │  17.369  │   1.36   │
│  2505   │ 96.829  │  52.941   │  29.43   │   1.36   │
│  2506   │ 96.346  │  52.457   │  24.416  │   1.36   │
│  2507   │ 96.346  │  52.457   │  20.714  │   1.36   │
│  2508   │ 96.346  │  52.457   │  18.08   │   1.36   │
│  2509   │ 96.829  │  52.941   │  30.152  │   1.36   │
│  2510   │ 96.346  │  52.457   │  25.073  │   1.36   │
│  2511   │ 95.863  │  51.974   │  6.645   │   1.36   │
│  2512   │ 96.346  │  52.457   │  18.872  │  1.364   │
│  2513   │ 96.346  │  52.457   │  14.838  │  1.364   │
│  2514   │  96.35  │  52.462   │  10.994  │  1.364   │
│  2515   │ 96.838  │  52.949   │  23.087  │  1.364   │
│  2516   │ 96.367  │  52.462   │  18.064  │  1.364   │
│  2517   │ 96.367  │  52.462   │  14.368  │  1.364   │
│  2518   │ 96.367  │  52.462   │  11.452  │  1.364   │
│  2519   │ 96.854  │  52.949   │  23.539  │  1.364   │
│  2520   │ 96.367  │  52.462   │  18.463  │  1.364   │
│  2521   │ 96.367  │  52.462   │  14.822  │  1.364   │
│  2522   │ 96.367  │  52.462   │  12.15   │  1.364   │
│  2523   │ 96.854  │  52.949   │  24.279  │  1.364   │
│  2524   │ 96.367  │  52.462   │  19.211  │  1.364   │
│  2525   │ 96.367  │  52.462   │  15.558  │  1.364   │
│  2526   │ 96.367  │  52.462   │  12.867  │  1.364   │
│  2527   │ 96.854  │  52.949   │  24.994  │  1.364   │
│  2528   │ 96.367  │  52.462   │  19.999  │  1.364   │
│  2529   │ 96.367  │  52.462   │  16.278  │  1.364   │
│  2530   │ 96.383  │  52.462   │  13.532  │  1.364   │
│  2531   │  96.87  │  52.949   │  25.675  │  1.364   │
│  2532   │ 96.383  │  52.462   │  20.749  │  1.364   │
│  2533   │ 96.383  │  52.462   │  17.112  │  1.364   │
│  2534   │ 96.383  │  52.462   │  14.281  │  1.364   │
│  2535   │ 96.874  │  52.953   │  26.446  │  1.364   │
│  2536   │ 96.391  │  52.466   │  21.484  │  1.364   │
│  2537   │ 96.391  │  52.466   │  17.808  │  1.364   │
│  2538   │ 96.391  │  52.466   │  15.01   │  1.364   │
│  2539   │ 96.883  │  52.957   │  27.211  │  1.364   │
│  2540   │ 96.391  │  52.466   │  22.199  │  1.364   │
│  2541   │ 96.391  │  52.466   │  18.66   │  1.364   │
│  2542   │ 96.391  │  52.466   │  15.73   │  1.364   │
│  2543   │ 96.883  │  52.957   │  27.929  │  1.364   │
│  2544   │ 96.408  │  52.466   │  22.933  │  1.364   │
│  2545   │ 96.408  │  52.466   │  19.346  │  1.364   │
│  2546   │ 96.408  │  52.466   │  16.408  │  1.364   │
│  2547   │ 96.899  │  52.957   │  28.645  │  1.364   │
│  2548   │ 96.408  │  52.466   │  23.643  │  1.364   │
│  2549   │ 96.408  │  52.466   │  20.001  │  1.364   │
│  2550   │ 96.408  │  52.466   │  17.069  │  1.364   │
│  2551   │ 96.899  │  52.957   │  29.333  │  1.364   │
│  2552   │ 96.408  │  52.466   │  24.37   │  1.364   │
│  2553   │ 96.408  │  52.466   │  20.733  │  1.364   │
│  2554   │ 96.408  │  52.466   │  17.788  │  1.364   │
│  2555   │ 96.899  │  52.957   │  30.066  │  1.364   │
│  2556   │ 96.408  │  52.466   │  25.212  │  1.364   │
│  2557   │ 96.412  │   52.47   │  21.572  │  1.364   │
│  2558   │ 96.428  │   52.47   │  18.549  │  1.364   │
│  2559   │ 96.924  │  52.965   │  30.853  │  1.364   │
│  2560   │ 95.932  │  51.974   │  6.647   │   1.36   │
│  2561   │ 96.428  │   52.47   │  19.111  │   1.36   │
│  2562   │ 96.428  │   52.47   │  15.139  │   1.36   │
│  2563   │ 96.428  │   52.47   │  12.005  │   1.36   │
│  2564   │ 96.924  │  52.965   │  24.34   │   1.36   │
│  2565   │ 96.428  │   52.47   │  19.244  │   1.36   │
│  2566   │ 96.428  │   52.47   │  15.493  │   1.36   │
│  2567   │ 96.428  │   52.47   │  11.824  │   1.36   │
│  2568   │ 96.924  │  52.965   │  24.149  │   1.36   │
│  2569   │ 96.428  │   52.47   │  19.224  │   1.36   │
│  2570   │ 96.428  │   52.47   │  15.642  │   1.36   │
│  2571   │ 96.428  │   52.47   │  12.385  │   1.36   │
│  2572   │ 97.157  │  52.965   │  24.754  │   1.36   │
│  2573   │ 96.662  │   52.47   │  19.849  │  1.364   │
│  2574   │ 96.666  │   52.47   │  16.292  │  1.364   │
│  2575   │ 96.666  │   52.47   │  13.105  │  1.364   │
│  2576   │ 97.161  │  52.965   │  25.456  │  1.364   │
│  2577   │ 96.666  │   52.47   │  20.57   │  1.364   │
│  2578   │  96.67  │  52.474   │  17.012  │  1.364   │
│  2579   │  96.67  │  52.474   │  13.717  │  1.364   │
│  2580   │ 97.169  │  52.974   │  26.111  │  1.364   │
│  2581   │  96.67  │  52.474   │  21.229  │  1.364   │
│  2582   │  96.67  │  52.474   │  17.651  │  1.364   │
│  2583   │  96.67  │  52.474   │  14.532  │  1.364   │
│  2584   │ 97.169  │  52.974   │  26.942  │  1.364   │
│  2585   │  96.67  │  52.474   │  22.109  │  1.364   │
│  2586   │  96.67  │  52.474   │  18.585  │  1.364   │
│  2587   │  96.69  │  52.474   │  15.273  │  1.364   │
│  2588   │  97.19  │  52.974   │  27.719  │  1.364   │
│  2589   │  96.69  │  52.474   │  22.861  │  1.364   │
│  2590   │  96.69  │  52.474   │  19.298  │  1.364   │
│  2591   │  96.69  │  52.474   │  15.987  │  1.364   │
│  2592   │  97.19  │  52.974   │  28.433  │  1.364   │
│  2593   │  96.69  │  52.474   │  23.633  │  1.364   │
│  2594   │  96.69  │  52.474   │  20.079  │  1.364   │
│  2595   │  96.69  │  52.474   │  16.713  │  1.364   │
│  2596   │  97.19  │  52.974   │  29.163  │  1.364   │
│  2597   │  96.69  │  52.474   │  24.316  │  1.364   │
│  2598   │  96.69  │  52.474   │  20.797  │  1.364   │
│  2599   │ 96.694  │  52.478   │  17.495  │  1.364   │
│  2600   │ 97.198  │  52.982   │  29.987  │  1.364   │
│  2601   │ 96.711  │  52.478   │  25.145  │  1.364   │
│  2602   │ 96.711  │  52.478   │  21.61   │  1.364   │
│  2603   │ 96.711  │  52.478   │  18.158  │  1.364   │
│  2604   │ 97.214  │  52.982   │  30.659  │  1.364   │
│  2605   │ 96.711  │  52.478   │  25.862  │  1.364   │
│  2606   │ 96.711  │  52.478   │  22.39   │  1.364   │
│  2607   │ 96.711  │  52.478   │  18.913  │  1.364   │
│  2608   │ 96.207  │  51.974   │   6.69   │   1.36   │
│  2609   │ 96.711  │  52.478   │  19.388  │   1.36   │
│  2610   │ 96.711  │  52.478   │  15.657  │   1.36   │
│  2611   │ 96.711  │  52.478   │  12.794  │   1.36   │
│  2612   │ 96.715  │  52.478   │  10.953  │   1.36   │
│  2613   │ 97.219  │  52.982   │  23.519  │   1.36   │
│  2614   │ 96.715  │  52.478   │  18.77   │   1.36   │
│  2615   │ 96.735  │  52.478   │  15.344  │   1.36   │
│  2616   │ 96.735  │  52.478   │  12.069  │   1.36   │
│  2617   │ 97.239  │  52.982   │  24.618  │   1.36   │
│  2618   │ 96.735  │  52.478   │  19.837  │   1.36   │
│  2619   │ 96.735  │  52.478   │  16.392  │   1.36   │
│  2620   │ 96.735  │  52.478   │  13.115  │   1.36   │
│  2621   │ 97.243  │  52.986   │  25.704  │   1.36   │
│  2622   │ 96.739  │  52.482   │  20.868  │   1.36   │
│  2623   │ 96.739  │  52.482   │  17.384  │   1.36   │
│  2624   │ 96.739  │  52.482   │  14.633  │   1.36   │
│  2625   │ 97.247  │   52.99   │  27.229  │   1.36   │
│  2626   │ 96.739  │  52.482   │  22.245  │   1.36   │
│  2627   │ 96.739  │  52.482   │  18.645  │   1.36   │
│  2628   │ 96.739  │  52.482   │  15.88   │   1.36   │
│  2629   │  96.76  │  52.482   │  14.077  │   1.36   │
│  2630   │ 97.268  │   52.99   │  26.676  │   1.36   │
│  2631   │  96.76  │  52.482   │  21.962  │   1.36   │
│  2632   │  96.76  │  52.482   │  18.597  │   1.36   │
│  2633   │  96.76  │  52.482   │  15.222  │   1.36   │
│  2634   │ 96.252  │  51.974   │  13.032  │  1.364   │
│  2635   │ 96.252  │  51.974   │  14.221  │  1.364   │
│  2636   │ 96.252  │  51.974   │  18.197  │  1.368   │
│  2637   │ 96.276  │  53.547   │  13.273  │  1.364   │
│  2638   │ 96.276  │  53.547   │  15.876  │  1.368   │
│  2639   │ 97.825  │  53.547   │  20.416  │  1.372   │
│  2640   │ 98.333  │  54.055   │  23.479  │  1.372   │
│  2641   │ 98.333  │  54.055   │  28.909  │  1.376   │
│  2642   │ 99.447  │  55.632   │  33.169  │  1.376   │
│  2643   │ 101.564 │  59.576   │  20.795  │  1.364   │
│  2644   │ 101.843 │  59.576   │  24.632  │  1.368   │
│  2645   │ 103.977 │  60.088   │  27.775  │  1.368   │
│  2646   │ 104.247 │  60.088   │  31.715  │  1.372   │
│  2647   │ 104.612 │   60.35   │  37.074  │  1.376   │
│  2648   │ 105.165 │  62.984   │   18.5   │   1.36   │
│  2649   │ 105.165 │  62.984   │  20.734  │   1.36   │
│  2650   │ 107.233 │  62.984   │  24.393  │  1.364   │
│  2651   │ 107.745 │  63.496   │  37.358  │  1.364   │
│  2652   │ 107.745 │  63.496   │  35.719  │  1.364   │
│  2653   │ 107.745 │  63.496   │  33.912  │  1.364   │
│  2654   │ 107.745 │  63.496   │  31.291  │  1.364   │
│  2655   │ 107.745 │  63.496   │  28.95   │  1.364   │
│  2656   │ 108.257 │  64.008   │  42.058  │  1.364   │
│  2657   │ 107.745 │  63.496   │  37.782  │  1.364   │
│  2658   │ 107.766 │  63.496   │  34.621  │  1.364   │
│  2659   │ 107.766 │  63.496   │  31.745  │  1.364   │
│  2660   │ 107.766 │  63.496   │  29.727  │  1.364   │
│  2661   │ 105.222 │  60.887   │  7.047   │   1.36   │
│  2662   │ 105.734 │  61.399   │  20.008  │   1.36   │
│  2663   │ 105.738 │  61.403   │  16.502  │   1.36   │
│  2664   │ 105.738 │  61.403   │  13.599  │   1.36   │
│  2665   │ 105.738 │  61.403   │  11.461  │   1.36   │
│  2666   │ 106.254 │  61.919   │  24.251  │   1.36   │
│  2667   │ 105.738 │  61.403   │  19.709  │   1.36   │
│  2668   │ 105.738 │  61.403   │  16.447  │   1.36   │
│  2669   │ 105.738 │  61.403   │  14.168  │   1.36   │
│  2670   │ 105.738 │  61.403   │  12.428  │   1.36   │
│  2671   │ 106.254 │  61.919   │  25.263  │   1.36   │
│  2672   │ 105.755 │  61.403   │  20.698  │   1.36   │
│  2673   │ 105.755 │  61.403   │  17.428  │   1.36   │
│  2674   │ 105.755 │  61.403   │  15.062  │   1.36   │
│  2675   │ 105.755 │  61.403   │  13.331  │   1.36   │
│  2676   │ 106.271 │  61.919   │  26.155  │   1.36   │
│  2677   │ 105.755 │  61.403   │  21.591  │  1.364   │
│  2678   │ 105.755 │  61.403   │  18.363  │  1.364   │
│  2679   │ 105.755 │  61.403   │  15.983  │  1.364   │
│  2680   │ 105.755 │  61.403   │  14.271  │  1.364   │
│  2681   │ 106.271 │  61.919   │  27.12   │  1.364   │
│  2682   │ 105.755 │  61.403   │  22.606  │  1.364   │
│  2683   │ 105.755 │  61.403   │  19.377  │  1.364   │
│  2684   │ 105.755 │  61.403   │  16.867  │  1.364   │
│  2685   │ 105.759 │  61.407   │  15.161  │  1.364   │
│  2686   │ 106.295 │  61.927   │  28.048  │  1.364   │
│  2687   │ 105.775 │  61.407   │  23.554  │  1.364   │
│  2688   │ 105.779 │  61.407   │  20.394  │  1.364   │
│  2689   │ 105.779 │  61.407   │  17.749  │  1.364   │
│  2690   │ 105.779 │  61.407   │  15.973  │  1.364   │
│  2691   │ 106.299 │  61.927   │  28.897  │  1.364   │
│  2692   │ 105.779 │  61.407   │  24.439  │  1.364   │
│  2693   │ 105.779 │  61.407   │  21.198  │  1.364   │
│  2694   │ 105.779 │  61.407   │  18.786  │  1.364   │
│  2695   │ 105.779 │  61.407   │  16.949  │  1.364   │
